,result
2998,147
2999,155
3000,125
3001,117
3002,56
3003,109
3004,88
3005,116
3006,62
3007,18
3008,21
3009,207
3010,68
3011,125
3012,94
3013,93
3014,223
3015,302
3016,40
3017,177
3018,227
3019,32
3020,57
3021,243
3022,136
3023,31
3024,43
3025,38
3026,79
3027,132
3028,43
3029,273
3030,80
3031,175
3032,224
3033,47
3034,62
3035,227
3036,62
3037,133
3038,5
3039,18
3040,238
3041,25
3042,188
3043,5
3044,54
3045,14
3046,173
3047,43
3048,70
3049,52
3050,59
3051,92
3052,16
3053,66
3054,26
3055,5
3056,156
3057,39
3058,39
3059,89
3060,334
3061,71
3062,122
3063,42
3064,53
3065,121
3066,18
3067,92
3068,30
3069,81
3070,57
3071,30
3072,23
3073,198
3074,179
3075,181
3076,62
3077,92
3078,184
3079,135
3080,214
3081,16
3082,117
3083,293
3084,44
3085,105
3086,164
3087,16
3088,117
3089,63
3090,211
3091,77
3092,310
3093,391
3094,25
3095,74
3096,99
3097,32
3098,73
3099,75
3100,146
3101,103
3102,84
3103,44
3104,154
3105,435
3106,62
3107,70
3108,54
3109,97
3110,70
3111,219
3112,134
3113,70
3114,151
3115,101
3116,61
3117,92
3118,54
3119,292
3120,58
3121,53
3122,9
3123,73
3124,111
3125,76
3126,62
3127,76
3128,212
3129,242
3130,194
3131,144
3132,290
3133,18
3134,24
3135,134
3136,67
3137,52
3138,34
3139,17
3140,121
3141,40
3142,29
3143,39
3144,73
3145,123
3146,83
3147,109
3148,197
3149,80
3150,72
3151,31
3152,68
3153,187
3154,96
3155,40
3156,49
3157,190
3158,36
3159,49
3160,13
3161,75
3162,66
3163,73
3164,85
3165,177
3166,15
3167,7
3168,112
3169,26
3170,113
3171,266
3172,15
3173,114
3174,10
3175,107
3176,220
3177,196
3178,189
3179,78
3180,194
3181,328
3182,46
3183,25
3184,203
3185,266
3186,83
3187,41
3188,74
3189,26
3190,99
3191,109
3192,46
3193,170
3194,34
3195,8
3196,119
3197,257
3198,157
3199,159
3200,365
3201,57
3202,121
3203,46
3204,15
3205,147
3206,72
3207,110
3208,49
3209,45
3210,4
3211,284
3212,15
3213,159
3214,124
3215,117
3216,76
3217,68
3218,142
3219,131
3220,143
3221,5
3222,221
3223,168
3224,222
3225,114
3226,144
3227,45
3228,30
3229,19
3230,149
3231,16
3232,272
3233,36
3234,6
3235,134
3236,32
3237,37
3238,47
3239,47
3240,115
3241,51
3242,268
3243,60
3244,152
3245,166
3246,64
3247,5
3248,129
3249,188
3250,19
3251,29
3252,183
3253,317
3254,1
3255,38
3256,146
3257,19
3258,39
3259,11
3260,240
3261,185
3262,43
3263,39
3264,28
3265,149
3266,39
3267,61
3268,205
3269,283
3270,214
3271,99
3272,62
3273,147
3274,62
3275,37
3276,31
3277,77
3278,240
3279,434
3280,19
3281,144
3282,117
3283,41
3284,281
3285,62
3286,272
3287,159
3288,92
3289,162
3290,279
3291,36
3292,15
3293,35
3294,145
3295,26
3296,134
3297,13
3298,6
3299,158
3300,24
3301,210
3302,61
3303,135
3304,45
3305,319
3306,117
3307,104
3308,20
3309,112
3310,118
3311,106
3312,18
3313,92
3314,257
3315,49
3316,26
3317,64
3318,135
3319,49
3320,178
3321,67
3322,77
3323,52
3324,135
3325,38
3326,71
3327,148
3328,57
3329,16
3330,102
3331,73
3332,256
3333,96
3334,9
3335,40
3336,205
3337,60
3338,169
3339,38
3340,25
3341,186
3342,164
3343,206
3344,70
3345,73
3346,140
3347,118
3348,18
3349,111
3350,266
3351,77
3352,34
3353,46
3354,96
3355,198
3356,153
3357,107
3358,219
3359,70
3360,82
3361,201
3362,113
3363,106
3364,42
3365,35
3366,37
3367,51
3368,5
3369,153
3370,32
3371,20
3372,328
3373,166
3374,105
3375,309
3376,85
3377,63
3378,135
3379,241
3380,67
3381,284
3382,52
3383,18
3384,224
3385,77
3386,197
3387,98
3388,176
3389,37
3390,56
3391,88
3392,124
3393,146
3394,40
3395,138
3396,6
3397,195
3398,151
3399,37
3400,44
3401,215
3402,231
3403,230
3404,61
3405,53
3406,13
3407,146
3408,120
3409,200
3410,44
3411,62
3412,20
3413,202
3414,72
3415,129
3416,306
3417,244
3418,27
3419,165
3420,84
3421,180
3422,31
3423,144
3424,95
3425,178
3426,46
3427,44
3428,67
3429,55
3430,50
3431,31
3432,55
3433,24
3434,70
3435,57
3436,254
3437,80
3438,293
3439,219
3440,195
3441,1
3442,346
3443,200
3444,93
3445,61
3446,32
3447,34
3448,27
3449,336
3450,165
3451,267
3452,87
3453,68
3454,31
3455,183
3456,138
3457,50
3458,184
3459,92
3460,316
3461,69
3462,272
3463,168
3464,77
3465,255
3466,18
3467,61
3468,206
3469,194
3470,88
3471,21
3472,89
3473,34
3474,2
3475,18
3476,190
3477,193
3478,106
3479,272
3480,197
3481,34
3482,222
3483,67
3484,109
3485,33
3486,178
3487,10
3488,14
3489,221
3490,82
3491,97
3492,114
3493,167
3494,219
3495,130
3496,175
3497,44
3498,8
3499,114
3500,50
3501,25
3502,102
3503,165
3504,259
3505,334
3506,13
3507,19
3508,212
3509,132
3510,113
3511,47
3512,90
3513,97
3514,220
3515,152
3516,359
3517,52
3518,118
3519,47
3520,248
3521,99
3522,138
3523,223
3524,12
3525,126
3526,70
3527,81
3528,128
3529,239
3530,335
3531,231
3532,154
3533,42
3534,239
3535,71
3536,40
3537,289
3538,53
3539,128
3540,57
3541,65
3542,288
3543,65
3544,32
3545,203
3546,150
3547,141
3548,23
3549,150
3550,59
3551,120
3552,141
3553,94
3554,22
3555,123
3556,67
3557,91
3558,100
3559,17
3560,30
3561,71
3562,178
3563,297
3564,80
3565,83
3566,212
3567,123
3568,270
3569,117
3570,122
3571,180
3572,53
3573,15
3574,100
3575,58
3576,76
3577,247
3578,74
3579,62
3580,61
3581,135
3582,97
3583,34
3584,504
3585,49
3586,18
3587,218
3588,169
3589,60
3590,168
3591,96
3592,46
3593,134
3594,201
3595,209
3596,206
3597,25
3598,79
3599,98
3600,11
3601,68
3602,128
3603,219
3604,213
3605,219
3606,96
3607,69
3608,71
3609,438
3610,77
3611,44
3612,252
3613,234
3614,66
3615,57
3616,59
3617,72
3618,219
3619,99
3620,181
3621,69
3622,56
3623,174
3624,24
3625,61
3626,18
3627,29
3628,50
3629,242
3630,62
3631,121
3632,144
3633,99
3634,53
3635,146
3636,52
3637,99
3638,47
3639,12
3640,85
3641,33
3642,46
3643,133
3644,42
3645,22
3646,88
3647,69
3648,142
3649,26
3650,40
3651,125
3652,72
3653,59
3654,223
3655,25
3656,92
3657,66
3658,182
3659,152
3660,164
3661,19
3662,41
3663,202
3664,82
3665,206
3666,199
3667,3
3668,64
3669,143
3670,78
3671,72
3672,236
3673,274
3674,23
3675,69
3676,76
3677,194
3678,144
3679,14
3680,233
3681,9
3682,43
3683,151
3684,85
3685,63
3686,207
3687,51
3688,37
3689,248
3690,54
3691,48
3692,137
3693,43
3694,218
3695,32
3696,217
3697,117
3698,6
3699,187
3700,262
3701,57
3702,252
3703,59
3704,84
3705,11
3706,21
3707,103
3708,92
3709,160
3710,62
3711,38
3712,81
3713,222
3714,99
3715,207
3716,158
3717,72
3718,9
3719,47
3720,85
3721,151
3722,256
3723,18
3724,28
3725,53
3726,95
3727,274
3728,195
3729,224
3730,164
3731,222
3732,92
3733,272
3734,169
3735,193
3736,339
3737,161
3738,225
3739,6
3740,168
3741,48
3742,29
3743,224
3744,30
3745,47
3746,221
3747,177
3748,64
3749,263
3750,209
3751,30
3752,242
3753,102
3754,185
3755,77
3756,218
3757,98
3758,33
3759,21
3760,22
3761,18
3762,68
3763,80
3764,28
3765,163
3766,57
3767,179
3768,79
3769,408
3770,19
3771,92
3772,73
3773,212
3774,9
3775,44
3776,9
3777,56
3778,58
3779,55
3780,121
3781,250
3782,71
3783,8
3784,163
3785,33
3786,27
3787,12
3788,111
3789,26
3790,67
3791,85
3792,169
3793,54
3794,24
3795,4
3796,66
3797,27
3798,183
3799,37
3800,150
3801,120
3802,130
3803,88
3804,48
3805,96
3806,225
3807,67
3808,142
3809,97
3810,103
3811,4
3812,53
3813,40
3814,179
3815,68
3816,119
3817,66
3818,59
3819,69
3820,21
3821,43
3822,45
3823,77
3824,85
3825,102
3826,497
3827,72
3828,24
3829,227
3830,171
3831,228
3832,67
3833,65
3834,165
3835,203
3836,72
3837,44
3838,162
3839,76
3840,81
3841,100
3842,66
3843,7
3844,275
3845,210
3846,118
3847,186
3848,178
3849,137
3850,62
3851,11
3852,22
3853,155
3854,50
3855,295
3856,149
3857,124
3858,65
3859,189
3860,237
3861,9
3862,42
3863,20
3864,102
3865,5
3866,244
3867,72
3868,329
3869,21
3870,149
3871,3
3872,242
3873,233
3874,206
3875,295
3876,60
3877,71
3878,168
3879,230
3880,2
3881,107
3882,122
3883,117
3884,14
3885,112
3886,170
3887,173
3888,54
3889,205
3890,186
3891,91
3892,5
3893,143
3894,78
3895,73
3896,97
3897,77
3898,64
3899,10
3900,162
3901,6
3902,83
3903,243
3904,136
3905,171
3906,100
3907,255
3908,106
3909,96
3910,109
3911,103
3912,186
3913,12
3914,88
3915,78
3916,60
3917,74
3918,16
3919,241
3920,65
3921,324
3922,160
3923,90
3924,83
3925,196
3926,40
3927,24
3928,80
3929,7
3930,75
3931,80
3932,6
3933,29
3934,224
3935,39
3936,32
3937,5
3938,193
3939,89
3940,34
3941,525
3942,14
3943,230
3944,94
3945,76
3946,83
3947,87
3948,45
3949,66
3950,320
3951,8
3952,178
3953,34
3954,217
3955,62
3956,74
3957,58
3958,24
3959,25
3960,136
3961,192
3962,109
3963,120
3964,289
3965,83
3966,37
3967,427
3968,115
3969,164
3970,65
3971,167
3972,115
3973,63
3974,61
3975,116
3976,192
3977,12
3978,18
3979,35
3980,98
3981,43
3982,132
3983,62
3984,55
3985,47
3986,209
3987,267
3988,94
3989,63
3990,27
3991,50
3992,63
3993,256
3994,166
3995,20
3996,75
3997,152
3998,141
3999,135
4000,106
4001,331
4002,9
4003,30
4004,232
4005,52
4006,48
4007,79
4008,49
4009,24
4010,120
4011,130
4012,203
4013,169
4014,58
4015,35
4016,79
4017,84
4018,55
4019,49
4020,87
4021,73
4022,102
4023,187
4024,11
4025,12
4026,214
4027,117
4028,148
4029,83
4030,78
4031,75
4032,13
4033,37
4034,40
4035,146
4036,84
4037,7
4038,52
4039,54
4040,87
4041,33
4042,121
4043,60
4044,123
4045,201
4046,48
4047,232
4048,32
4049,146
4050,17
4051,60
4052,115
4053,15
4054,85
4055,58
4056,21
4057,78
4058,95
4059,353
4060,62
4061,112
4062,453
4063,51
4064,27
4065,44
4066,94
4067,53
4068,102
4069,7
4070,42
4071,68
4072,231
4073,19
4074,82
4075,124
4076,44
4077,72
4078,132
4079,48
4080,115
4081,197
4082,115
4083,34
4084,48
4085,193
4086,51
4087,79
4088,20
4089,27
4090,125
4091,42
4092,18
4093,10
4094,33
4095,25
4096,39
4097,83
4098,77
4099,64
4100,73
4101,65
4102,62
4103,138
4104,129
4105,22
4106,171
4107,88
4108,97
4109,45
4110,153
4111,216
4112,27
4113,214
4114,38
4115,120
4116,138
4117,201
4118,110
4119,39
4120,80
4121,165
4122,222
4123,103
4124,57
4125,12
4126,114
4127,47
4128,62
4129,181
4130,25
4131,79
4132,91
4133,28
4134,22
4135,63
4136,308
4137,329
4138,90
4139,237
4140,76
4141,105
4142,129
4143,174
4144,200
4145,43
4146,88
4147,91
4148,33
4149,105
4150,81
4151,296
4152,67
4153,141
4154,41
4155,94
4156,70
4157,189
4158,35
4159,27
4160,64
4161,66
4162,75
4163,126
4164,104
4165,190
4166,55
4167,23
4168,219
4169,253
4170,391
4171,222
4172,235
4173,156
4174,78
4175,31
4176,97
4177,255
4178,12
4179,12
4180,95
4181,104
4182,82
4183,21
4184,131
4185,27
4186,50
4187,131
4188,192
4189,103
4190,43
4191,14
4192,65
4193,156
4194,22
4195,99
4196,298
4197,180
4198,102
4199,94
4200,17
4201,97
4202,152
4203,225
4204,103
4205,51
4206,69
4207,23
4208,43
4209,70
4210,81
4211,76
4212,346
4213,262
4214,164
4215,98
4216,202
4217,51
4218,17
4219,123
4220,252
4221,78
4222,163
4223,180
4224,279
4225,17
4226,176
4227,74
4228,53
4229,121
4230,288
4231,20
4232,158
4233,83
4234,17
4235,61
4236,159
4237,68
4238,44
4239,54
4240,229
4241,98
4242,83
4243,40
4244,44
4245,10
4246,188
4247,144
4248,144
4249,59
4250,66
4251,165
4252,100
4253,14
4254,8
4255,288
4256,10
4257,56
4258,104
4259,34
4260,181
4261,80
4262,174
4263,12
4264,12
4265,60
4266,160
4267,49
4268,74
4269,30
4270,11
4271,60
4272,313
4273,209
4274,80
4275,246
4276,46
4277,121
4278,54
4279,292
4280,311
4281,45
4282,77
4283,102
4284,113
4285,153
4286,163
4287,6
4288,57
4289,15
4290,14
4291,39
4292,34
4293,12
4294,27
4295,188
4296,91
4297,68
4298,22
4299,18
4300,86
4301,235
4302,65
4303,252
4304,95
4305,129
4306,44
4307,44
4308,117
4309,159
4310,15
4311,137
4312,186
4313,364
4314,26
4315,273
4316,43
4317,78
4318,353
4319,74
4320,221
4321,172
4322,75
4323,189
4324,233
4325,42
4326,113
4327,34
4328,15
4329,99
4330,98
4331,200
4332,205
4333,32
4334,68
4335,50
4336,81
4337,52
4338,32
4339,172
4340,127
4341,106
4342,104
4343,79
4344,68
4345,342
4346,172
4347,132
4348,243
4349,141
4350,20
4351,148
4352,16
4353,92
4354,172
4355,195
4356,26
4357,196
4358,61
4359,95
4360,52
4361,148
4362,87
4363,3
4364,77
4365,75
4366,247
4367,125
4368,32
4369,76
4370,191
4371,188
4372,128
4373,88
4374,51
4375,63
4376,18
4377,69
4378,51
4379,239
4380,93
4381,117
4382,48
4383,131
4384,53
4385,191
4386,48
4387,181
4388,341
4389,119
4390,157
4391,128
4392,69
4393,247
4394,74
4395,111
4396,202
4397,107
4398,10
4399,22
4400,122
4401,282
4402,113
4403,74
4404,13
4405,72
4406,100
4407,140
4408,17
4409,149
4410,5
4411,327
4412,162
4413,3
4414,90
4415,68
4416,184
4417,193
4418,99
4419,110
4420,6
4421,30
4422,25
4423,202
4424,54
4425,28
4426,178
4427,135
4428,101
4429,95
4430,150
4431,62
4432,73
4433,141
4434,58
4435,9
4436,73
4437,30
4438,73
4439,71
4440,25
4441,57
4442,32
4443,261
4444,198
4445,116
4446,77
4447,190
4448,53
4449,91
4450,59
4451,66
4452,83
4453,13
4454,138
4455,120
4456,249
4457,83
4458,72
4459,1
4460,22
4461,36
4462,70
4463,226
4464,157
4465,20
4466,61
4467,43
4468,25
4469,30
4470,17
4471,7
4472,39
4473,67
4474,106
4475,206
4476,166
4477,19
4478,66
4479,193
4480,35
4481,117
4482,48
4483,71
4484,90
4485,234
4486,28
4487,13
4488,8
4489,77
4490,97
4491,184
4492,136
4493,341
4494,82
4495,43
4496,88
4497,18
4498,129
4499,11
4500,18
4501,88
4502,198
4503,6
4504,258
4505,129
4506,93
4507,159
4508,185
4509,218
4510,34
4511,90
4512,43
4513,64
4514,158
4515,84
4516,111
4517,228
4518,224
4519,137
4520,103
4521,276
4522,173
4523,186
4524,80
4525,159
4526,52
4527,39
4528,70
4529,108
4530,79
4531,358
4532,32
4533,98
4534,184
4535,116
4536,267
4537,181
4538,134
4539,88
4540,90
4541,34
4542,77
4543,268
4544,46
4545,62
4546,50
4547,107
4548,4
4549,66
4550,63
4551,40
4552,117
4553,181
4554,79
4555,337
4556,211
4557,92
4558,147
4559,146
4560,137
4561,71
4562,65
4563,49
4564,79
4565,24
4566,60
4567,84
4568,118
4569,57
4570,102
4571,350
4572,83
4573,136
4574,46
4575,38
4576,86
4577,64
4578,101
4579,81
4580,66
4581,3
4582,212
4583,91
4584,44
4585,76
4586,120
4587,58
4588,205
4589,65
4590,33
4591,137
4592,21
4593,29
4594,39
4595,36
4596,17
4597,246
4598,91
4599,119
4600,51
4601,129
4602,152
4603,278
4604,46
4605,52
4606,23
4607,206
4608,473
4609,133
4610,140
4611,18
4612,184
4613,71
4614,181
4615,10
4616,28
4617,265
4618,67
4619,53
4620,48
4621,298
4622,164
4623,112
4624,28
4625,173
4626,90
4627,130
4628,134
4629,5
4630,62
4631,228
4632,126
4633,199
4634,23
4635,105
4636,30
4637,368
4638,82
4639,141
4640,212
4641,40
4642,179
4643,23
4644,109
4645,93
4646,62
4647,55
4648,205
4649,48
4650,141
4651,54
4652,67
4653,125
4654,91
4655,85
4656,313
4657,43
4658,87
4659,148
4660,66
4661,70
4662,88
4663,206
4664,142
4665,91
4666,46
4667,84
4668,124
4669,224
4670,63
4671,112
4672,148
4673,290
4674,10
4675,311
4676,8
4677,80
4678,14
4679,168
4680,48
4681,103
4682,48
4683,42
4684,154
4685,214
4686,235
4687,287
4688,11
4689,156
4690,172
4691,28
4692,229
4693,72
4694,303
4695,83
4696,88
4697,297
4698,124
4699,347
4700,26
4701,178
4702,58
4703,109
4704,27
4705,104
4706,334
4707,56
4708,61
4709,76
4710,191
4711,47
4712,259
4713,37
4714,112
4715,127
4716,27
4717,128
4718,52
4719,95
4720,344
4721,26
4722,147
4723,95
4724,141
4725,58
4726,78
4727,110
4728,140
4729,33
4730,71
4731,70
4732,97
4733,298
4734,90
4735,79
4736,148
4737,21
4738,47
4739,71
4740,79
4741,172
4742,186
4743,198
4744,33
4745,93
4746,69
4747,177
4748,227
4749,86
4750,96
4751,2
4752,166
4753,184
4754,61
4755,81
4756,168
4757,63
4758,156
4759,209
4760,67
4761,6
4762,5
4763,197
4764,243
4765,77
4766,74
4767,102
4768,289
4769,128
4770,280
4771,95
4772,147
4773,36
4774,160
4775,68
4776,5
4777,102
4778,25
4779,72
4780,200
4781,15
4782,235
4783,204
4784,47
4785,97
4786,75
4787,78
4788,218
4789,22
4790,239
4791,299
4792,47
4793,79
4794,95
4795,164
4796,63
4797,180
4798,11
4799,39
4800,20
4801,56
4802,72
4803,31
4804,50
4805,14
4806,172
4807,9
4808,215
4809,148
4810,203
4811,92
4812,39
4813,175
4814,71
4815,101
4816,108
4817,202
4818,93
4819,152
4820,70
4821,104
4822,34
4823,186
4824,126
4825,155
4826,111
4827,72
4828,103
4829,152
4830,40
4831,47
4832,64
4833,154
4834,60
4835,78
4836,2
4837,188
4838,99
4839,292
4840,63
4841,82
4842,124
4843,38
4844,57
4845,273
4846,142
4847,223
4848,237
4849,52
4850,60
4851,28
4852,76
4853,26
4854,104
4855,34
4856,35
4857,59
4858,165
4859,113
4860,96
4861,390
4862,23
4863,23
4864,380
4865,9
4866,37
4867,27
4868,12
4869,98
4870,258
4871,180
4872,174
4873,84
4874,58
4875,132
4876,145
4877,57
4878,84
4879,311
4880,142
4881,34
4882,62
4883,352
4884,155
4885,54
4886,127
4887,32
4888,124
4889,47
4890,95
4891,259
4892,42
4893,276
4894,8
4895,240
4896,7
4897,66
4898,63
4899,113
4900,194
4901,375
4902,104
4903,191
4904,195
4905,277
4906,195
4907,32
4908,59
4909,22
4910,208
4911,164
4912,176
4913,241
4914,8
4915,349
4916,5
4917,53
4918,209
4919,40
4920,215
4921,102
4922,50
4923,32
4924,10
4925,39
4926,107
4927,105
4928,45
4929,334
4930,141
4931,160
4932,51
4933,113
4934,113
4935,147
4936,244
4937,194
4938,107
4939,44
4940,191
4941,46
4942,66
4943,59
4944,259
4945,16
4946,32
4947,174
4948,222
4949,24
4950,89
4951,20
4952,213
4953,96
4954,53
4955,52
4956,36
4957,52
4958,113
4959,4
4960,53
4961,321
4962,234
4963,149
4964,46
4965,153
4966,10
4967,58
4968,166
4969,18
4970,40
4971,288
4972,138
4973,179
4974,130
4975,54
4976,54
4977,32
4978,86
4979,234
4980,31
4981,235
4982,22
4983,41
4984,128
4985,35
4986,96
4987,152
4988,42
4989,109
4990,265
4991,16
4992,142
4993,45
4994,128
4995,23
4996,70
4997,123
4998,90
4999,248
5000,13
5001,178
5002,226
5003,53
5004,129
5005,23
5006,85
5007,61
5008,112
5009,17
5010,195
5011,49
5012,25
5013,277
5014,46
5015,61
5016,79
5017,126
5018,139
5019,59
5020,9
5021,207
5022,50
5023,56
5024,210
5025,68
5026,30
5027,30
5028,236
5029,69
5030,50
5031,276
5032,14
5033,218
5034,178
5035,133
5036,10
5037,54
5038,60
5039,29
5040,164
5041,69
5042,99
5043,51
5044,73
5045,75
5046,95
5047,27
5048,158
5049,125
5050,16
5051,132
5052,109
5053,222
5054,209
5055,35
5056,5
5057,145
5058,145
5059,67
5060,122
5061,245
5062,176
5063,14
5064,15
5065,93
5066,275
5067,79
5068,165
5069,292
5070,264
5071,266
5072,159
5073,8
5074,15
5075,28
5076,11
5077,12
5078,260
5079,152
5080,48
5081,43
5082,47
5083,86
5084,223
5085,264
5086,35
5087,253
5088,121
5089,151
5090,32
5091,78
5092,105
5093,70
5094,116
5095,64
5096,6
5097,53
5098,190
5099,58
5100,210
5101,305
5102,29
5103,71
5104,84
5105,42
5106,124
5107,46
5108,55
5109,23
5110,138
5111,34
5112,126
5113,163
5114,177
5115,44
5116,43
5117,233
5118,116
5119,233
5120,84
5121,109
5122,64
5123,52
5124,181
5125,97
5126,44
5127,233
5128,13
5129,175
5130,14
5131,217
5132,90
5133,66
5134,9
5135,8
5136,113
5137,47
5138,279
5139,142
5140,21
5141,20
5142,53
5143,138
5144,31
5145,128
5146,21
5147,60
5148,82
5149,37
5150,57
5151,33
5152,177
5153,178
5154,171
5155,348
5156,113
5157,181
5158,67
5159,41
5160,85
5161,91
5162,40
5163,247
5164,121
5165,6
5166,224
5167,345
5168,134
5169,27
5170,16
5171,93
5172,78
5173,232
5174,55
5175,14
5176,103
5177,60
5178,162
5179,86
5180,203
5181,8
5182,133
5183,20
5184,24
5185,337
5186,112
5187,263
5188,2
5189,139
5190,254
5191,45
5192,201
5193,111
5194,168
5195,28
5196,23
5197,192
5198,88
5199,72
5200,110
5201,336
5202,32
5203,303
5204,252
5205,188
5206,70
5207,72
5208,82
5209,90
5210,69
5211,112
5212,75
5213,133
5214,104
5215,167
5216,173
5217,188
5218,218
5219,59
5220,82
5221,84
5222,78
5223,53
5224,29
5225,87
5226,364
5227,35
5228,6
5229,136
5230,131
5231,188
5232,62
5233,77
5234,15
5235,3
5236,115
5237,17
5238,215
5239,310
5240,60
5241,69
5242,139
5243,19
5244,58
5245,91
5246,298
5247,294
5248,67
5249,46
5250,51
5251,108
5252,127
5253,106
5254,41
5255,110
5256,164
5257,115
5258,22
5259,19
5260,279
5261,217
5262,146
5263,34
5264,147
5265,73
5266,28
5267,45
5268,3
5269,63
5270,50
5271,56
5272,92
5273,363
5274,152
5275,85
5276,44
5277,104
5278,134
5279,20
5280,155
5281,17
5282,90
5283,314
5284,52
5285,53
5286,77
5287,25
5288,199
5289,22
5290,74
5291,58
5292,2
5293,59
5294,245
5295,81
5296,176
5297,27
5298,50
5299,197
5300,41
5301,88
5302,181
5303,114
5304,50
5305,26
5306,214
5307,76
5308,173
5309,132
5310,110
5311,74
5312,7
5313,18
5314,28
5315,134
5316,119
5317,41
5318,115
5319,42
5320,311
5321,109
5322,147
5323,12
5324,60
5325,152
5326,104
5327,42
5328,101
5329,385
5330,193
5331,32
5332,65
5333,25
5334,23
5335,77
5336,57
5337,52
5338,235
5339,19
5340,288
5341,43
5342,260
5343,166
5344,12
5345,57
5346,49
5347,200
5348,95
5349,178
5350,141
5351,126
5352,210
5353,63
5354,126
5355,98
5356,27
5357,160
5358,73
5359,68
5360,56
5361,9
5362,209
5363,174
5364,34
5365,289
5366,45
5367,40
5368,71
5369,40
5370,55
5371,75
5372,40
5373,451
5374,258
5375,178
5376,92
5377,41
5378,105
5379,49
5380,200
5381,70
5382,53
5383,127
5384,153
5385,25
5386,62
5387,95
5388,295
5389,322
5390,64
5391,222
5392,121
5393,22
5394,215
5395,74
5396,60
5397,102
5398,138
5399,267
5400,30
5401,74
5402,47
5403,48
5404,25
5405,271
5406,79
5407,127
5408,86
5409,26
5410,64
5411,208
5412,74
5413,45
5414,222
5415,282
5416,115
5417,1
5418,34
5419,168
5420,159
5421,14
5422,21
5423,149
5424,59
5425,15
5426,39
5427,26
5428,93
5429,67
5430,197
5431,206
5432,35
5433,31
5434,22
5435,52
5436,109
5437,76
5438,51
5439,116
5440,122
5441,38
5442,281
5443,12
5444,178
5445,25
5446,305
5447,268
5448,27
5449,211
5450,92
5451,135
5452,176
5453,215
5454,79
5455,71
5456,26
5457,150
5458,154
5459,222
5460,211
5461,290
5462,238
5463,183
5464,270
5465,181
5466,195
5467,204
5468,69
5469,28
5470,227
5471,89
5472,277
5473,200
5474,32
5475,282
5476,194
5477,37
5478,178
5479,253
5480,32
